Original Part,Alternative Part,Similarity Score
A776,A806,0.9755
A777,A799,0.9425
A777,A797,0.9407
A777,A807,0.9403
A777,A779,0.9388
A777,A781,0.9384
A778,A833,0.9827
A778,A834,0.9827
A778,A830,0.9827
A778,A810,0.978
A778,A928,0.9756
A779,A799,0.943
A779,A803,0.9428
A779,A797,0.9409
A779,A807,0.9404
A779,A777,0.9388
A780,A804,0.9919
A780,A839,0.983
A780,A836,0.983
A780,A837,0.983
A780,A838,0.983
A781,A799,0.9422
A781,A797,0.9401
A781,A807,0.9397
A781,A779,0.9385
A781,A777,0.9384
A782,A846,0.9832
A782,A816,0.9781
A782,A946,0.9759
A782,A947,0.9759
A782,A948,0.9759
A783,A799,0.9506
A783,A797,0.9484
A783,A807,0.9316
A783,A803,0.9316
A783,A787,0.9304
A784,A794,0.9929
A784,A798,0.9926
A784,A800,0.9922
A784,A891,0.9913
A784,A850,0.9806
A785,A799,0.9304
A785,A797,0.9285
A785,A807,0.928
A785,A779,0.9268
A785,A777,0.9262
A786,A855,0.9854
A786,A856,0.9854
A786,A858,0.9854
A786,A859,0.9854
A786,A857,0.9198
A787,A783,0.9304
A787,A799,0.9244
A787,A797,0.9225
A787,A803,0.9223
A787,A807,0.9219
A788,A862,0.9844
A788,A863,0.9844
A788,A864,0.9844
A788,A820,0.9786
A788,A962,0.977
A789,A783,0.9231
A789,A799,0.9178
A789,A797,0.9159
A789,A807,0.9154
A789,A803,0.9152
A790,A867,0.9858
A790,A869,0.9858
A790,A870,0.9858
A790,A868,0.9706
A790,A784,0.8603
A791,A793,0.9076
A791,A799,0.8299
A791,A777,0.828
A791,A779,0.8278
A791,A807,0.8274
A792,A872,0.9812
A792,A874,0.9812
A792,A875,0.9812
A792,A873,0.9647
A792,A881,0.8397
A793,A791,0.9076
A793,A775,0.8093
A793,A812,0.8045
A793,A803,0.8015
A793,A799,0.7962
A794,A798,0.9967
A794,A891,0.9956
A794,A800,0.9956
A794,A784,0.9929
A794,A882,0.9814
A795,A799,0.9405
A795,A797,0.9389
A795,A807,0.9382
A795,A779,0.9366
A795,A777,0.9361
A796,A885,0.986
A796,A886,0.986
A796,A887,0.986
A796,A884,0.9144
A796,A794,0.886
A797,A799,0.961
A797,A783,0.9484
A797,A807,0.9425
A797,A779,0.9409
A797,A777,0.9407
A798,A891,0.9984
A798,A794,0.9967
A798,A800,0.9956
A798,A784,0.9926
A798,A890,0.9813
A799,A797,0.961
A799,A783,0.9506
A799,A807,0.9445
A799,A779,0.943
A799,A777,0.9425
A800,A798,0.9956
A800,A794,0.9956
A800,A891,0.994
A800,A784,0.9922
A800,A895,0.9813
A801,A799,0.9393
A801,A797,0.9376
A801,A807,0.9373
A801,A777,0.9358
A801,A779,0.9352
A802,A900,0.974
A802,A901,0.974
A802,A902,0.974
A802,A903,0.974
A802,A817,0.8735
A803,A779,0.9428
A803,A783,0.9316
A803,A799,0.9257
A803,A797,0.9238
A803,A807,0.923
A804,A780,0.9919
A804,A905,0.9836
A804,A906,0.9836
A804,A908,0.9836
A804,A836,0.9767
A805,A910,0.9763
A805,A911,0.9763
A805,A912,0.9763
A805,A817,0.8646
A805,A810,0.8496
A806,A776,0.9755
A806,A914,0.9692
A806,A915,0.9692
A806,A916,0.9692
A806,A823,0.9609
A807,A799,0.9445
A807,A797,0.9425
A807,A779,0.9404
A807,A777,0.9403
A807,A781,0.9397
A808,A918,0.9842
A808,A919,0.931
A808,A917,0.931
A808,A920,0.931
A808,A931,0.9236
A809,A925,0.9859
A809,A924,0.9744
A809,A926,0.9744
A809,A927,0.9744
A809,A817,0.8733
A810,A778,0.978
A810,A928,0.9692
A810,A929,0.9692
A810,A930,0.9692
A810,A830,0.9635
A811,A931,0.9699
A811,A932,0.9699
A811,A933,0.9699
A811,A934,0.9699
A811,A808,0.9231
A812,A799,0.9411
A812,A797,0.939
A812,A807,0.9384
A812,A779,0.9369
A812,A777,0.9363
A813,A938,0.986
A813,A937,0.9175
A813,A939,0.9175
A813,A800,0.8842
A813,A794,0.8817
A814,A799,0.9414
A814,A797,0.9395
A814,A807,0.9395
A814,A777,0.9377
A814,A779,0.9374
A815,A943,0.9731
A815,A944,0.9731
A815,A945,0.9731
A815,A942,0.9731
A815,A611,0.9389
A816,A782,0.9781
A816,A946,0.9697
A816,A947,0.9697
A816,A948,0.9697
A816,A846,0.9639
A817,A794,0.9803
A817,A798,0.9786
A817,A800,0.9777
A817,A891,0.9777
A817,A784,0.9757
A818,A954,0.9753
A818,A955,0.9753
A818,A956,0.9753
A818,A817,0.8692
A818,A810,0.8541
A819,A958,0.972
A819,A959,0.972
A819,A960,0.972
A819,A961,0.972
A819,A817,0.8853
A820,A788,0.9786
A820,A962,0.9713
A820,A963,0.9713
A820,A964,0.9713
A820,A862,0.9649
A821,A392,0.6329
A821,A382,0.628
A821,A377,0.6275
A821,A403,0.6273
A821,A394,0.6264
A822,A827,1.0
A822,A913,0.9967
A822,A953,0.9574
A822,A894,0.9565
A822,A899,0.9565
A823,A824,1.0
A823,A825,1.0
A823,A826,1.0
A823,A914,0.9901
A823,A915,0.9901
A824,A824,1.0
A824,A825,1.0
A824,A826,1.0
A824,A914,0.9901
A824,A915,0.9901
A825,A824,1.0
A825,A825,1.0
A825,A826,1.0
A825,A914,0.9901
A825,A915,0.9901
A826,A824,1.0
A826,A825,1.0
A826,A826,1.0
A826,A914,0.9901
A826,A915,0.9901
A827,A827,1.0
A827,A913,0.9967
A827,A953,0.9574
A827,A894,0.9565
A827,A899,0.9565
A828,A830,0.9861
A828,A833,0.9861
A828,A834,0.9861
A828,A928,0.9795
A828,A929,0.9795
A829,A953,0.9535
A829,A849,0.9528
A829,A894,0.9527
A829,A899,0.9527
A829,A822,0.9519
A830,A833,1.0
A830,A834,1.0
A830,A928,0.9933
A830,A929,0.9933
A830,A930,0.9933
A831,A830,0.9616
A831,A833,0.9616
A831,A834,0.9616
A831,A778,0.9537
A831,A928,0.9534
A832,A778,0.9125
A832,A830,0.9041
A832,A833,0.9041
A832,A834,0.9041
A832,A928,0.9014
A833,A833,1.0
A833,A834,1.0
A833,A928,0.9933
A833,A929,0.9933
A833,A930,0.9933
A834,A833,1.0
A834,A834,1.0
A834,A928,0.9933
A834,A929,0.9933
A834,A930,0.9933
A835,A854,0.8836
A835,A841,0.883
A835,A836,0.8758
A835,A837,0.8758
A835,A838,0.8758
A836,A837,1.0
A836,A838,1.0
A836,A839,1.0
A836,A905,0.9922
A836,A906,0.9922
A837,A837,1.0
A837,A838,1.0
A837,A839,1.0
A837,A905,0.9922
A837,A906,0.9922
A838,A837,1.0
A838,A838,1.0
A838,A839,1.0
A838,A905,0.9922
A838,A906,0.9922
A839,A837,1.0
A839,A838,1.0
A839,A839,1.0
A839,A905,0.9922
A839,A906,0.9922
A840,A904,0.997
A840,A909,0.997
A840,A899,0.9582
A840,A894,0.9582
A840,A953,0.9555
A841,A843,0.8961
A841,A845,0.8961
A841,A946,0.8916
A841,A947,0.8916
A841,A948,0.8916
A842,A847,1.0
A842,A953,0.9555
A842,A849,0.9551
A842,A899,0.9544
A842,A894,0.9544
A843,A845,1.0
A843,A846,0.9224
A843,A946,0.9187
A843,A947,0.9187
A843,A948,0.9187
A844,A846,0.9623
A844,A782,0.9546
A844,A946,0.9539
A844,A947,0.9539
A844,A948,0.9539
A845,A845,1.0
A845,A846,0.9224
A845,A946,0.9187
A845,A947,0.9187
A845,A948,0.9187
A846,A946,0.993
A846,A947,0.993
A846,A948,0.993
A846,A782,0.9832
A846,A816,0.9639
A847,A847,1.0
A847,A953,0.9555
A847,A849,0.9551
A847,A894,0.9544
A847,A899,0.9544
A848,A850,0.9978
A848,A852,0.9978
A848,A853,0.9978
A848,A882,0.9915
A848,A890,0.9909
A849,A953,0.9975
A849,A894,0.9967
A849,A899,0.9967
A849,A822,0.9562
A849,A827,0.9562
A850,A852,1.0
A850,A853,1.0
A850,A848,0.9978
A850,A882,0.9931
A850,A890,0.9927
A851,A850,0.9569
A851,A852,0.9569
A851,A853,0.9569
A851,A848,0.9549
A851,A882,0.9492
A852,A852,1.0
A852,A853,1.0
A852,A848,0.9978
A852,A882,0.9931
A852,A890,0.9927
A853,A852,1.0
A853,A853,1.0
A853,A848,0.9978
A853,A882,0.9931
A853,A890,0.9927
A854,A835,0.8836
A854,A855,0.8721
A854,A856,0.8721
A854,A858,0.8721
A854,A859,0.8721
A855,A856,1.0
A855,A858,1.0
A855,A859,1.0
A855,A786,0.9854
A855,A857,0.9139
A856,A856,1.0
A856,A858,1.0
A856,A859,1.0
A856,A786,0.9854
A856,A857,0.9139
A857,A786,0.9198
A857,A855,0.9139
A857,A856,0.9139
A857,A858,0.9139
A857,A859,0.9139
A858,A856,1.0
A858,A858,1.0
A858,A859,1.0
A858,A786,0.9854
A858,A857,0.9139
A859,A856,1.0
A859,A858,1.0
A859,A859,1.0
A859,A786,0.9854
A859,A857,0.9139
A860,A953,0.9479
A860,A849,0.9477
A860,A894,0.9473
A860,A899,0.9473
A860,A904,0.9434
A861,A922,0.9046
A861,A353,0.6209
A861,A251,0.6194
A861,A821,0.6098
A861,A117,0.6059
A862,A863,1.0
A862,A864,1.0
A862,A962,0.9928
A862,A963,0.9928
A862,A964,0.9928
A863,A863,1.0
A863,A864,1.0
A863,A962,0.9928
A863,A963,0.9928
A863,A964,0.9928
A864,A863,1.0
A864,A864,1.0
A864,A962,0.9928
A864,A963,0.9928
A864,A964,0.9928
A865,A953,0.9536
A865,A849,0.953
A865,A894,0.9527
A865,A899,0.9527
A865,A904,0.9488
A866,A871,1.0
A866,A953,0.9551
A866,A849,0.9538
A866,A894,0.9538
A866,A899,0.9538
A867,A869,1.0
A867,A870,1.0
A867,A790,0.9858
A867,A868,0.9606
A867,A882,0.8657
A868,A790,0.9706
A868,A867,0.9606
A868,A869,0.9606
A868,A870,0.9606
A868,A891,0.8831
A869,A869,1.0
A869,A870,1.0
A869,A790,0.9858
A869,A868,0.9606
A869,A882,0.8657
A870,A869,1.0
A870,A870,1.0
A870,A790,0.9858
A870,A868,0.9606
A870,A882,0.8657
A871,A871,1.0
A871,A953,0.9551
A871,A849,0.9538
A871,A894,0.9538
A871,A899,0.9538
A872,A874,1.0
A872,A875,1.0
A872,A792,0.9812
A872,A873,0.9764
A872,A881,0.8648
A873,A872,0.9764
A873,A874,0.9764
A873,A875,0.9764
A873,A792,0.9647
A873,A881,0.8458
A874,A874,1.0
A874,A875,1.0
A874,A792,0.9812
A874,A873,0.9764
A874,A881,0.8648
A875,A874,1.0
A875,A875,1.0
A875,A792,0.9812
A875,A873,0.9764
A875,A881,0.8648
A876,A878,0.9506
A876,A883,0.9506
A876,A953,0.8804
A876,A904,0.8802
A876,A909,0.8802
A877,A881,0.9443
A877,A882,0.8531
A877,A949,0.8504
A877,A950,0.8504
A877,A951,0.8504
A878,A883,1.0
A878,A876,0.9506
A878,A940,0.9265
A878,A953,0.8864
A878,A894,0.8862
A879,A880,0.9864
A879,A882,0.913
A879,A949,0.9112
A879,A950,0.9112
A879,A951,0.9112
A880,A879,0.9864
A880,A891,0.9087
A880,A794,0.9083
A880,A798,0.9062
A880,A800,0.9059
A881,A877,0.9443
A881,A882,0.8846
A881,A949,0.8819
A881,A950,0.8819
A881,A951,0.8819
A882,A949,0.9972
A882,A950,0.9972
A882,A951,0.9972
A882,A952,0.9972
A882,A890,0.9967
A883,A883,1.0
A883,A876,0.9506
A883,A940,0.9265
A883,A953,0.8864
A883,A894,0.8862
A884,A885,0.9362
A884,A886,0.9362
A884,A887,0.9362
A884,A796,0.9144
A884,A841,0.8445
A885,A886,1.0
A885,A887,1.0
A885,A796,0.986
A885,A884,0.9362
A885,A882,0.8905
A886,A886,1.0
A886,A887,1.0
A886,A796,0.986
A886,A884,0.9362
A886,A882,0.8905
A887,A886,1.0
A887,A887,1.0
A887,A796,0.986
A887,A884,0.9362
A887,A882,0.8905
A888,A953,0.9559
A888,A894,0.9547
A888,A899,0.9547
A888,A849,0.9538
A888,A822,0.952
A889,A841,0.7938
A889,A986,0.7698
A889,A835,0.7681
A889,A854,0.7608
A889,A994,0.7513
A890,A892,1.0
A890,A893,1.0
A890,A882,0.9967
A890,A949,0.9957
A890,A950,0.9957
A891,A798,0.9984
A891,A794,0.9956
A891,A800,0.994
A891,A784,0.9913
A891,A890,0.9826
A892,A892,1.0
A892,A893,1.0
A892,A882,0.9967
A892,A949,0.9957
A892,A950,0.9957
A893,A892,1.0
A893,A893,1.0
A893,A882,0.9967
A893,A949,0.9957
A893,A950,0.9957
A894,A899,1.0
A894,A953,0.9974
A894,A849,0.9967
A894,A840,0.9582
A894,A904,0.9574
A895,A896,1.0
A895,A897,1.0
A895,A898,1.0
A895,A890,0.9956
A895,A892,0.9956
A896,A896,1.0
A896,A897,1.0
A896,A898,1.0
A896,A890,0.9956
A896,A892,0.9956
A897,A896,1.0
A897,A897,1.0
A897,A898,1.0
A897,A890,0.9956
A897,A892,0.9956
A898,A896,1.0
A898,A897,1.0
A898,A898,1.0
A898,A890,0.9956
A898,A892,0.9956
A899,A899,1.0
A899,A953,0.9974
A899,A849,0.9967
A899,A840,0.9582
A899,A904,0.9574
A900,A901,1.0
A900,A902,1.0
A900,A903,1.0
A900,A802,0.974
A900,A949,0.8821
A901,A901,1.0
A901,A902,1.0
A901,A903,1.0
A901,A802,0.974
A901,A949,0.8821
A902,A901,1.0
A902,A902,1.0
A902,A903,1.0
A902,A802,0.974
A902,A949,0.8821
A903,A901,1.0
A903,A902,1.0
A903,A903,1.0
A903,A802,0.974
A903,A949,0.8821
A904,A909,1.0
A904,A840,0.997
A904,A894,0.9574
A904,A899,0.9574
A904,A953,0.9569
A905,A906,1.0
A905,A908,1.0
A905,A836,0.9922
A905,A837,0.9922
A905,A838,0.9922
A906,A906,1.0
A906,A908,1.0
A906,A836,0.9922
A906,A837,0.9922
A906,A838,0.9922
A907,A804,0.9127
A907,A905,0.9043
A907,A906,0.9043
A907,A908,0.9043
A907,A780,0.9
A908,A906,1.0
A908,A908,1.0
A908,A836,0.9922
A908,A837,0.9922
A908,A838,0.9922
A909,A909,1.0
A909,A840,0.997
A909,A894,0.9574
A909,A899,0.9574
A909,A953,0.9569
A910,A911,1.0
A910,A912,1.0
A910,A805,0.9763
A910,A949,0.8736
A910,A950,0.8736
A911,A911,1.0
A911,A912,1.0
A911,A805,0.9763
A911,A949,0.8736
A911,A950,0.8736
A912,A911,1.0
A912,A912,1.0
A912,A805,0.9763
A912,A949,0.8736
A912,A950,0.8736
A913,A822,0.9967
A913,A827,0.9967
A913,A953,0.959
A913,A894,0.9554
A913,A899,0.9554
A914,A915,1.0
A914,A916,1.0
A914,A823,0.9901
A914,A824,0.9901
A914,A825,0.9901
A915,A915,1.0
A915,A916,1.0
A915,A823,0.9901
A915,A824,0.9901
A915,A825,0.9901
A916,A915,1.0
A916,A916,1.0
A916,A823,0.9901
A916,A824,0.9901
A916,A825,0.9901
A917,A920,1.0
A917,A919,1.0
A917,A918,0.9468
A917,A808,0.931
A917,A601,0.913
A918,A808,0.9842
A918,A919,0.9468
A918,A917,0.9468
A918,A920,0.9468
A918,A931,0.9406
A919,A917,1.0
A919,A920,1.0
A919,A918,0.9468
A919,A808,0.931
A919,A601,0.913
A920,A920,1.0
A920,A919,1.0
A920,A918,0.9468
A920,A808,0.931
A920,A601,0.913
A921,A935,0.9989
A921,A953,0.9572
A921,A894,0.956
A921,A899,0.956
A921,A849,0.9553
A922,A861,0.9046
A922,A251,0.6334
A922,A353,0.6283
A922,A349,0.6276
A922,A347,0.6243
A923,A953,0.9511
A923,A894,0.9481
A923,A899,0.9481
A923,A849,0.947
A923,A913,0.9469
A924,A926,1.0
A924,A927,1.0
A924,A925,0.9881
A924,A809,0.9744
A924,A949,0.8821
A925,A924,0.9881
A925,A926,0.9881
A925,A927,0.9881
A925,A809,0.9859
A925,A794,0.8724
A926,A926,1.0
A926,A927,1.0
A926,A925,0.9881
A926,A809,0.9744
A926,A949,0.8821
A927,A926,1.0
A927,A927,1.0
A927,A925,0.9881
A927,A809,0.9744
A927,A949,0.8821
A928,A929,1.0
A928,A930,1.0
A928,A830,0.9933
A928,A833,0.9933
A928,A834,0.9933
A929,A929,1.0
A929,A930,1.0
A929,A830,0.9933
A929,A833,0.9933
A929,A834,0.9933
A930,A929,1.0
A930,A930,1.0
A930,A830,0.9933
A930,A833,0.9933
A930,A834,0.9933
A931,A932,1.0
A931,A933,1.0
A931,A934,1.0
A931,A811,0.9699
A931,A918,0.9406
A932,A932,1.0
A932,A933,1.0
A932,A934,1.0
A932,A811,0.9699
A932,A918,0.9406
A933,A932,1.0
A933,A933,1.0
A933,A934,1.0
A933,A811,0.9699
A933,A918,0.9406
A934,A932,1.0
A934,A933,1.0
A934,A934,1.0
A934,A811,0.9699
A934,A918,0.9406
A935,A921,0.9989
A935,A953,0.9585
A935,A894,0.9559
A935,A899,0.9559
A935,A849,0.9554
A936,A953,0.9481
A936,A899,0.9463
A936,A894,0.9463
A936,A849,0.9448
A936,A913,0.9445
A937,A939,1.0
A937,A938,0.9314
A937,A813,0.9175
A937,A949,0.8684
A937,A950,0.8684
A938,A813,0.986
A938,A937,0.9314
A938,A939,0.9314
A938,A895,0.8888
A938,A896,0.8888
A939,A939,1.0
A939,A938,0.9314
A939,A813,0.9175
A939,A949,0.8684
A939,A950,0.8684
A940,A894,0.9568
A940,A899,0.9568
A940,A953,0.954
A940,A849,0.9526
A940,A840,0.9515
A941,A953,0.9522
A941,A894,0.95
A941,A899,0.95
A941,A913,0.9488
A941,A849,0.9483
A942,A943,1.0
A942,A944,1.0
A942,A945,1.0
A942,A815,0.9731
A942,A611,0.9227
A943,A943,1.0
A943,A944,1.0
A943,A945,1.0
A943,A815,0.9731
A943,A611,0.9227
A944,A943,1.0
A944,A944,1.0
A944,A945,1.0
A944,A815,0.9731
A944,A611,0.9227
A945,A943,1.0
A945,A944,1.0
A945,A945,1.0
A945,A815,0.9731
A945,A611,0.9227
A946,A947,1.0
A946,A948,1.0
A946,A846,0.993
A946,A782,0.9759
A946,A816,0.9697
A947,A947,1.0
A947,A948,1.0
A947,A846,0.993
A947,A782,0.9759
A947,A816,0.9697
A948,A947,1.0
A948,A948,1.0
A948,A846,0.993
A948,A782,0.9759
A948,A816,0.9697
A949,A950,1.0
A949,A951,1.0
A949,A952,1.0
A949,A882,0.9972
A949,A890,0.9957
A950,A950,1.0
A950,A951,1.0
A950,A952,1.0
A950,A882,0.9972
A950,A890,0.9957
A951,A950,1.0
A951,A951,1.0
A951,A952,1.0
A951,A882,0.9972
A951,A890,0.9957
A952,A950,1.0
A952,A951,1.0
A952,A952,1.0
A952,A882,0.9972
A952,A890,0.9957
A953,A849,0.9975
A953,A894,0.9974
A953,A899,0.9974
A953,A913,0.959
A953,A935,0.9585
A954,A955,1.0
A954,A956,1.0
A954,A818,0.9753
A954,A949,0.8781
A954,A950,0.8781
A955,A955,1.0
A955,A956,1.0
A955,A818,0.9753
A955,A949,0.8781
A955,A950,0.8781
A956,A955,1.0
A956,A956,1.0
A956,A818,0.9753
A956,A949,0.8781
A956,A950,0.8781
A957,A953,0.9554
A957,A894,0.9531
A957,A899,0.9531
A957,A849,0.9521
A957,A913,0.9507
A958,A959,1.0
A958,A960,1.0
A958,A961,1.0
A958,A819,0.972
A958,A949,0.8939
A959,A959,1.0
A959,A960,1.0
A959,A961,1.0
A959,A819,0.972
A959,A949,0.8939
A960,A959,1.0
A960,A960,1.0
A960,A961,1.0
A960,A819,0.972
A960,A949,0.8939
A961,A959,1.0
A961,A960,1.0
A961,A961,1.0
A961,A819,0.972
A961,A949,0.8939
A962,A963,1.0
A962,A964,1.0
A962,A862,0.9928
A962,A863,0.9928
A962,A864,0.9928
A963,A963,1.0
A963,A964,1.0
A963,A862,0.9928
A963,A863,0.9928
A963,A864,0.9928
A964,A963,1.0
A964,A964,1.0
A964,A862,0.9928
A964,A863,0.9928
A964,A864,0.9928
A965,A968,0.9676
A965,A970,0.9676
A965,A967,0.9517
A965,A776,0.9387
A965,A823,0.9271
A966,A822,0.9288
A966,A827,0.9288
A966,A913,0.9285
A966,A953,0.8882
A966,A921,0.8856
A967,A968,0.9596
A967,A970,0.9596
A967,A965,0.9517
A967,A776,0.9243
A967,A823,0.9093
A968,A970,1.0
A968,A965,0.9676
A968,A967,0.9596
A968,A776,0.9293
A968,A823,0.9158
A969,A986,0.9178
A969,A994,0.8887
A969,A973,0.8767
A969,A965,0.8548
A969,A967,0.8473
A970,A970,1.0
A970,A965,0.9676
A970,A967,0.9596
A970,A776,0.9293
A970,A823,0.9158
A971,A972,0.9608
A971,A974,0.9608
A971,A778,0.9304
A971,A830,0.914
A971,A833,0.914
A972,A974,1.0
A972,A971,0.9608
A972,A778,0.9333
A972,A830,0.9181
A972,A833,0.9181
A973,A994,0.9328
A973,A986,0.883
A973,A971,0.8824
A973,A972,0.8769
A973,A974,0.8769
A974,A974,1.0
A974,A971,0.9608
A974,A778,0.9333
A974,A830,0.9181
A974,A833,0.9181
A975,A977,0.9152
A975,A978,0.9152
A975,A976,0.891
A975,A780,0.8892
A975,A804,0.8868
A976,A977,0.9595
A976,A978,0.9595
A976,A780,0.9298
A976,A804,0.9213
A976,A836,0.914
A977,A978,1.0
A977,A976,0.9595
A977,A780,0.9344
A977,A804,0.9243
A977,A839,0.9191
A978,A978,1.0
A978,A976,0.9595
A978,A780,0.9344
A978,A804,0.9243
A978,A839,0.9191
A979,A982,0.9806
A979,A981,0.9662
A979,A980,0.9621
A979,A782,0.9423
A979,A846,0.93
A980,A979,0.9621
A980,A982,0.9571
A980,A981,0.9407
A980,A782,0.9104
A980,A996,0.9025
A981,A982,0.9846
A981,A979,0.9662
A981,A980,0.9407
A981,A782,0.9339
A981,A846,0.919
A982,A981,0.9846
A982,A979,0.9806
A982,A980,0.9571
A982,A782,0.916
A982,A997,0.9064
A983,A997,0.9719
A983,A998,0.9719
A983,A985,0.9649
A983,A988,0.9649
A983,A993,0.9608
A984,A987,1.0
A984,A992,0.9924
A984,A996,0.9762
A984,A985,0.9562
A984,A988,0.9562
A985,A988,1.0
A985,A993,0.9916
A985,A995,0.9916
A985,A997,0.9756
A985,A998,0.9756
A986,A994,0.9476
A986,A969,0.9178
A986,A973,0.883
A986,A996,0.8603
A986,A997,0.8593
A987,A987,1.0
A987,A992,0.9924
A987,A996,0.9762
A987,A985,0.9562
A987,A988,0.9562
A988,A988,1.0
A988,A993,0.9916
A988,A995,0.9916
A988,A997,0.9756
A988,A998,0.9756
A989,A990,1.0
A989,A786,0.787
A989,A997,0.7833
A989,A998,0.7833
A989,A855,0.7807
A990,A990,1.0
A990,A786,0.787
A990,A997,0.7833
A990,A998,0.7833
A990,A855,0.7807
A991,A783,0.9211
A991,A799,0.9196
A991,A797,0.9174
A991,A807,0.9019
A991,A779,0.9008
A992,A984,0.9924
A992,A987,0.9924
A992,A996,0.9836
A992,A993,0.9611
A992,A995,0.9611
A993,A995,1.0
A993,A985,0.9916
A993,A988,0.9916
A993,A997,0.9831
A993,A998,0.9831
A994,A986,0.9476
A994,A973,0.9328
A994,A996,0.9
A994,A997,0.8977
A994,A998,0.8977
A995,A995,1.0
A995,A985,0.9916
A995,A988,0.9916
A995,A997,0.9831
A995,A998,0.9831
A996,A992,0.9836
A996,A984,0.9762
A996,A987,0.9762
A996,A997,0.9589
A996,A998,0.9589
A997,A998,1.0
A997,A993,0.9831
A997,A995,0.9831
A997,A985,0.9756
A997,A988,0.9756
A998,A998,1.0
A998,A993,0.9831
A998,A995,0.9831
A998,A985,0.9756
A998,A988,0.9756
